Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Distance_Cost,Time_Cost,Avg_Speed,Is_Peak,Is_Weekend,High_Traffic,Bad_Weather,Traffic_Time,Distance_per_Min,Fare_per_Km,Distance_Bin
28.49,Evening,Weekend,2.0,Medium,Clear,3.18,1.23,0.38,41.23,53.8901,35.042699999999996,15.667399999999999,41.45949852779247,1,1,0,0,0.0,0.6746388823111532,0.10783316378433368,"(20.734, 30.486]"
43.96,Morning,Weekday,3.0,Medium,,4.54,1.24,0.42,71.19,88.9502,54.510400000000004,29.8998,37.04983523105579,1,0,0,0,0.0,0.6089486078404212,0.10097864768683273,"(40.238, 49.99]"
20.77,Morning,Weekend,4.0,Low,Clear,3.48,1.22,0.26,61.57,47.3268,25.339399999999998,16.008200000000002,20.24017956622154,1,1,0,0,0.0,0.3319482179958446,0.1598530087276068,"(20.734, 30.486]"
7.57,Afternoon,Weekday,3.0,High,Clear,3.42,1.7,0.23,103.8,40.163,12.869,23.874,4.375697250304912,0,0,1,0,103.8,0.07223282442748093,0.3990665110851808,"(1.181, 10.982]"
2.41,,Weekday,2.0,Low,Clear,3.47,0.87,0.19,31.26,11.5061,2.0967000000000002,5.9394,4.6256309859695595,0,0,0,0,0.0,0.07470551766893986,1.0175953079178885,"(1.181, 10.982]"
38.0,Evening,Weekday,2.0,High,Clear,4.54,1.85,0.29,30.31,83.6299,70.3,8.7899,75.2212097418065,1,0,1,0,30.31,1.2136697540721815,0.11641025641025642,"(30.486, 40.238]"
31.4,Night,Weekday,3.0,,Clear,4.5,1.87,0.32,28.13,72.2196,58.718,9.0016,66.97333153221047,0,0,0,0,0.0,1.0779265362169586,0.1388888888888889,"(30.486, 40.238]"
35.5,Afternoon,Weekend,2.0,Low,Rain,3.21,1.91,0.35,111.09,109.89649999999996,67.80499999999999,38.881499999999996,19.17353943537977,0,1,0,1,0.0,0.31670978677848155,0.08794520547945206,"(30.486, 40.238]"
11.44,Morning,Weekend,1.0,Low,Rain,3.0,1.28,0.2,103.06,38.2552,14.6432,20.612000000000002,6.660159168489218,1,1,0,1,0.0,0.10993657505285412,0.24115755627009647,"(10.982, 20.734]"
7.68,Evening,Weekday,3.0,Medium,Clear,3.48,1.52,0.48,94.11,60.32639999999999,11.6736,45.172799999999995,4.896366615450331,1,0,0,0,0.0,0.08074860687624855,0.4009216589861751,"(1.181, 10.982]"
1.71,Morning,Weekday,3.0,,Clear,3.72,1.67,0.17,50.16,15.1029,2.8556999999999997,8.5272,2.045430078587577,1,0,0,0,0.0,0.03342455043002346,1.3726937269372694,"(1.181, 10.982]"
18.18,Evening,Weekday,2.0,High,Rain,2.72,0.7,0.49,63.0,46.316,12.725999999999999,30.87,17.31412081789697,1,0,1,1,63.0,0.2840625,0.1418143899895725,"(10.982, 20.734]"
29.91,Afternoon,,1.0,Low,Clear,4.38,1.4,0.11,58.4,52.678,41.873999999999995,6.4239999999999995,30.729136344489614,0,0,0,0,0.0,0.5035353535353535,0.1417017146554513,"(20.734, 30.486]"
20.22,Afternoon,Weekday,1.0,Low,Clear,3.46,0.55,0.29,34.14,24.4816,11.121,9.900599999999999,35.535403595718876,0,0,0,0,0.0,0.5754126351735913,0.16305372290292178,"(10.982, 20.734]"
22.44,Morning,Weekday,3.0,High,,3.0,1.25,0.23,63.08,45.5584,28.05,14.5084,21.344121647542988,1,0,1,0,63.08,0.350187265917603,0.12798634812286688,"(20.734, 30.486]"
45.3,Afternoon,Weekend,3.0,Medium,Rain,2.32,0.73,0.28,8.51,37.7718,33.068999999999996,2.3828,319.3664371489671,0,1,0,1,0.0,4.763406940063091,0.05010799136069114,"(40.238, 49.99]"
18.06,Afternoon,Weekend,3.0,High,Clear,2.72,0.77,0.33,20.16,23.279,13.9062,6.6528,53.748400345227815,0,1,1,0,20.16,0.8534971644612476,0.14270724029380905,"(10.982, 20.734]"
26.19,Afternoon,Weekday,1.0,Low,,4.85,1.05,0.27,106.96,61.2287,27.4995,28.8792,14.691391035577587,0,0,0,0,0.0,0.2425898480918859,0.17837440235380653,"(20.734, 30.486]"
39.4,,Weekend,2.0,Medium,Rain,2.92,1.15,0.27,91.44,72.9188,45.309999999999995,24.6888,25.852848734588353,0,1,0,1,0.0,0.42622241453916054,0.07227722772277227,"(30.486, 40.238]"
20.43,Evening,Weekday,2.0,Medium,Clear,2.51,1.43,0.39,53.63,52.6406,29.2149,20.9157,22.85635439469258,1,0,0,0,0.0,0.37397034596375617,0.11712552496500232,"(10.982, 20.734]"
31.48,Evening,Weekday,1.0,Medium,,3.38,0.61,0.37,64.47,46.4367,19.2028,23.8539,29.29707494578924,1,0,0,0,0.0,0.48083091492286545,0.10406403940886698,"(30.486, 40.238]"
43.26,Morning,Weekday,4.0,Medium,Snow,2.92,1.26,0.43,47.55,77.8741,54.5076,20.446499999999997,54.58606200552675,1,0,0,1,0.0,0.8910401647785788,0.06597379123361952,"(40.238, 49.99]"
47.53,Morning,Weekday,2.0,Medium,,2.11,0.77,0.2,90.19,56.7461,36.5981,18.038,31.619703161970317,1,0,0,0,0.0,0.5212194319552583,0.043478260869565216,"(40.238, 49.99]"
8.21,Morning,Weekend,3.0,Medium,Clear,2.97,1.36,0.34,95.18,46.49680000000001,11.165600000000001,32.361200000000004,5.175424403712522,1,1,0,0,0.0,0.08536078186733209,0.32247557003257327,"(1.181, 10.982]"
46.4,Afternoon,Weekday,4.0,Low,Clear,3.63,1.46,0.33,92.78,101.9914,67.744,30.617400000000004,30.006272863076976,0,0,0,0,0.0,0.4947750053316272,0.07658227848101266,"(40.238, 49.99]"
25.11,Afternoon,Weekday,4.0,Medium,Clear,3.66,1.34,0.25,88.1,59.3324,33.647400000000005,22.025,17.100905101667866,0,0,0,0,0.0,0.28181818181818186,0.1401761777096898,"(20.734, 30.486]"
23.5,Morning,Weekday,4.0,Medium,Clear,3.34,1.0,0.23,43.87,36.9301,23.5,10.0901,32.13997529096935,1,0,0,0,0.0,0.5237352351236907,0.1363265306122449,"(20.734, 30.486]"
49.02,Afternoon,Weekend,4.0,Low,Clear,4.9,1.65,0.16,59.03,95.2278,80.883,9.4448,49.82500601383012,0,1,0,0,0.0,0.816591704147926,0.09796081567373051,"(40.238, 49.99]"
25.14,Afternoon,Weekday,2.0,Medium,Rain,3.13,1.15,0.19,43.04,40.2186,28.910999999999998,8.1776,35.04597984228845,0,0,0,1,0.0,0.5708446866485014,0.1197398622800306,"(20.734, 30.486]"
17.11,Afternoon,Weekday,2.0,Medium,,2.77,1.23,0.29,91.82,36.6701,21.045299999999997,26.627799999999997,11.18049762253786,0,0,0,0,0.0,0.1843352725705667,0.1529541689674213,"(10.982, 20.734]"
25.87,Night,Weekday,4.0,Low,Clear,2.73,1.47,0.37,42.88,65.6944,38.0289,15.8656,36.19818752536112,0,0,0,0,0.0,0.5895624430264357,0.10160029772981019,"(20.734, 30.486]"
12.77,Morning,Weekday,3.0,Low,Clear,3.37,0.53,0.29,20.9,17.662100000000002,6.7681000000000004,6.060999999999999,36.65923466311972,1,0,0,0,0.0,0.5831050228310503,0.24473493100944083,"(10.982, 20.734]"
4.72,,Weekday,1.0,Low,Rain,4.28,1.48,0.48,50.89,35.6928,6.9856,24.4272,5.564878386185268,0,0,0,1,0.0,0.09096164964347658,0.7482517482517483,"(1.181, 10.982]"
7.32,Afternoon,Weekday,4.0,Medium,Clear,2.62,1.43,0.39,117.69,58.9867,10.4676,45.899100000000004,3.731818853842193,0,0,0,0,0.0,0.06167326649254361,0.31490384615384615,"(1.181, 10.982]"
8.44,Evening,Weekend,3.0,Low,Clear,2.06,0.63,0.45,75.4,41.30720000000001,5.3172,33.93000000000001,6.7161269273719295,1,1,0,0,0.0,0.11047120418848166,0.21822033898305088,"(1.181, 10.982]"
7.8,Afternoon,Weekend,2.0,Medium,Clear,3.26,0.64,0.45,61.57,32.9075,4.992,27.706500000000002,7.601030361893501,0,1,0,0,0.0,0.12466038037398114,0.3704545454545454,"(1.181, 10.982]"
32.4,Night,Weekend,4.0,Low,Clear,4.33,1.88,0.28,13.17,68.9296,60.91199999999999,3.6876,147.60147601476012,0,1,0,0,0.0,2.2865208186309105,0.12964071856287426,"(30.486, 40.238]"
9.91,Morning,Weekday,1.0,Medium,Rain,3.02,1.53,0.33,61.11,38.348600000000005,15.1623,20.1663,9.72989955915995,1,0,0,1,0.0,0.1595556271131863,0.2768102658111824,"(1.181, 10.982]"
17.94,Morning,Weekday,1.0,High,Clear,3.69,0.69,0.49,85.75,58.0861,12.3786,42.0175,12.552681847124102,1,0,1,0,85.75,0.20680115273775218,0.19482576557550157,"(10.982, 20.734]"
44.94,Evening,Weekday,1.0,Low,Clear,2.61,1.04,0.31,64.02,69.1938,46.7376,19.8462,42.11769336744735,1,0,0,0,0.0,0.6911719470932021,0.056813234653896386,"(40.238, 49.99]"
24.22,Afternoon,Weekend,2.0,Medium,Clear,4.23,1.39,0.46,61.57,86.3292,33.6658,28.322200000000002,23.602173764751356,0,1,0,0,0.0,0.3870864631612594,0.16772402854877083,"(20.734, 30.486]"
33.71,Morning,Weekday,2.0,Low,Rain,3.51,1.75,0.13,38.23,66.1224,58.9925,4.9699,52.90526436937951,1,0,0,1,0.0,0.8592913586540913,0.10112359550561797,"(30.486, 40.238]"
9.44,Morning,Weekday,1.0,Low,Clear,4.56,0.57,0.18,14.92,12.6264,5.380799999999999,2.6856,37.96093990858276,1,0,0,0,0.0,0.592964824120603,0.43678160919540227,"(1.181, 10.982]"
10.42,Morning,Weekday,1.0,Low,Clear,3.51,0.85,0.28,112.71,43.0058,8.857,31.5588,5.5469494439742135,1,0,0,0,0.0,0.09163661947058306,0.30735551663747807,"(1.181, 10.982]"
3.0,Evening,Weekday,2.0,Low,Clear,4.62,1.83,0.33,48.49,26.111700000000003,5.49,16.001700000000003,3.7120596569231976,1,0,0,0,0.0,0.06061830672863205,1.155,"(1.181, 10.982]"
9.28,Morning,Weekday,3.0,Medium,Clear,3.06,0.51,0.43,71.29,38.447500000000005,4.7328,30.654700000000002,7.8102863491119425,1,0,0,0,0.0,0.12837183566191726,0.29766536964980544,"(1.181, 10.982]"
14.65,Afternoon,Weekday,4.0,Medium,Clear,4.17,0.8,0.5,96.08,63.93,11.72,48.04,9.148569013932054,0,0,0,0,0.0,0.15090646889163578,0.26645367412140575,"(10.982, 20.734]"
9.67,Morning,Weekend,4.0,Medium,Clear,2.96,1.94,0.26,42.3,32.7178,18.7598,10.998,13.716117501879408,1,1,0,0,0.0,0.2233256351039261,0.2774133083411434,"(1.181, 10.982]"
5.35,,Weekday,1.0,Low,Clear,4.72,1.42,0.12,87.36,22.8002,7.5969999999999995,10.4832,3.67442531301296,0,0,0,0,0.0,0.060547759167043906,0.7433070866141732,"(1.181, 10.982]"
6.91,Morning,Weekday,3.0,Low,Clear,2.38,0.89,0.42,20.57,17.1693,6.149900000000001,8.6394,20.154978464410373,1,0,0,0,0.0,0.32035234121465,0.30088495575221236,"(1.181, 10.982]"
23.58,Afternoon,Weekday,2.0,Medium,Clear,2.54,0.6,0.34,38.5,29.778,14.147999999999998,13.090000000000002,36.74747926006348,0,0,0,0,0.0,0.5969620253164557,0.10333604556550041,"(20.734, 30.486]"
11.11,Morning,Weekday,1.0,,,3.48,0.54,0.18,21.64,13.3746,5.9994000000000005,3.8952,30.80321248024546,1,0,0,0,0.0,0.4907243816254417,0.2873658133773741,"(10.982, 20.734]"
18.85,,Weekday,3.0,Low,Clear,2.25,0.87,0.3,98.29,48.1365,16.3995,29.487000000000002,11.50669545205747,0,0,0,0,0.0,0.18984792023365898,0.11335012594458438,"(10.982, 20.734]"
25.67,Morning,Weekend,3.0,High,,2.59,1.82,0.4,30.6,61.54940000000001,46.71940000000001,12.240000000000002,50.33234642457992,1,1,1,0,30.6,0.8123417721518987,0.09711286089238844,"(20.734, 30.486]"
34.83,Afternoon,Weekday,3.0,Medium,Snow,4.83,1.12,0.41,87.5,79.71459999999999,39.0096,35.875,23.883264800469938,0,0,0,1,0.0,0.39355932203389826,0.1348032375104661,"(30.486, 40.238]"
2.93,Evening,Weekend,2.0,Medium,Snow,4.93,1.58,0.3,113.48,43.60339999999999,4.6294,34.044,1.5491634693507084,1,1,0,1,0.0,0.025593990216631727,1.2544529262086512,"(1.181, 10.982]"
40.17,Afternoon,Weekday,2.0,Medium,Rain,3.13,1.88,0.22,65.69,93.1014,75.5196,14.4518,36.690180939129796,0,0,0,1,0.0,0.6023391812865497,0.076026232693709,"(30.486, 40.238]"
31.77,Afternoon,Weekday,4.0,Low,Clear,4.77,1.11,0.49,67.1,72.9137,35.264700000000005,32.879,28.40809173092342,0,0,0,0,0.0,0.4665198237885463,0.1455599633811413,"(30.486, 40.238]"
5.01,Afternoon,Weekend,4.0,Low,Rain,3.63,0.79,0.37,58.02,29.055300000000003,3.9579,21.4674,5.180918501359861,0,1,0,1,0.0,0.0848864791596069,0.6039933444259568,"(1.181, 10.982]"
43.81,Afternoon,Weekday,3.0,Medium,Clear,2.81,1.28,0.26,42.48,69.9316,56.076800000000006,11.0448,61.87765709523878,0,0,0,0,0.0,1.0075896964121436,0.06270921669270252,"(40.238, 49.99]"
46.12,Afternoon,Weekday,3.0,Low,Clear,4.11,1.86,0.21,59.7,102.4302,85.7832,12.537,46.35129295182963,0,0,0,0,0.0,0.7598023064250411,0.08722410865874365,"(40.238, 49.99]"
14.57,Afternoon,Weekday,4.0,Medium,Clear,4.97,0.6,0.29,118.39,37.39,8.741999999999999,34.333099999999995,7.384032178230366,0,0,0,0,0.0,0.12203702152609096,0.31920359666024406,"(10.982, 20.734]"
40.5,Afternoon,Weekend,3.0,Low,Rain,2.8,1.54,0.29,112.84,84.3528,62.370000000000005,32.7236,21.5348021899919,0,1,0,1,0.0,0.3557624736472242,0.06746987951807229,"(40.238, 49.99]"
37.66,Evening,Weekday,4.0,Medium,Clear,4.02,1.36,0.31,104.15,87.5241,51.2176,32.286500000000004,21.695506314894008,1,0,0,0,0.0,0.35815501664289107,0.10398344542162441,"(30.486, 40.238]"
10.04,Afternoon,Weekend,2.0,Low,Clear,2.16,1.86,0.22,107.25,44.4294,18.6744,23.595,5.6167517943955545,0,1,0,0,0.0,0.09274826789838336,0.19565217391304351,"(1.181, 10.982]"
11.26,Morning,Weekend,3.0,Medium,Rain,2.34,0.68,0.29,58.8,30.5768,7.6568000000000005,17.052,11.489678676748197,1,1,0,1,0.0,0.18829431438127092,0.19086460032626426,"(10.982, 20.734]"
19.15,Afternoon,Weekday,2.0,Medium,Clear,2.01,1.3,0.15,80.61,38.9965,24.895,12.0915,14.253708569344477,0,0,0,0,0.0,0.234652616100968,0.09975186104218361,"(10.982, 20.734]"
24.74,Night,Weekend,3.0,High,Clear,5.0,1.82,0.36,107.93,88.8816,45.0268,38.854800000000004,13.753282201711096,0,1,1,0,107.93,0.22711833287432293,0.19425019425019427,"(20.734, 30.486]"
19.08,Afternoon,Weekend,4.0,Medium,Clear,4.36,1.22,0.1,115.6,39.1976,23.277599999999996,11.56,9.903062786871349,0,1,0,0,0.0,0.16363636363636364,0.2171314741035857,"(10.982, 20.734]"
23.66,Morning,Weekday,3.0,Medium,Clear,3.53,0.61,0.15,52.82,25.8856,14.432599999999999,7.923,26.875877971851892,1,0,0,0,0.0,0.4396135265700483,0.14314679643146797,"(20.734, 30.486]"
37.63,Afternoon,Weekday,2.0,High,Clear,2.9,0.92,0.29,74.12,72.356,34.619600000000005,21.4948,30.461167340793246,0,0,1,0,74.12,0.5009318423855165,0.07507118819570281,"(30.486, 40.238]"
2.8,Morning,Weekday,3.0,Low,Clear,2.45,1.22,0.45,86.63,44.2055,3.416,38.9835,1.9392685725367247,1,0,0,0,0.0,0.03195252767317129,0.6447368421052633,"(1.181, 10.982]"
13.37,Afternoon,Weekday,2.0,Low,Rain,2.85,1.92,0.19,114.32,50.2412,25.670399999999997,21.7208,7.017108027774521,0,0,0,1,0.0,0.11593825875823795,0.19832985386221297,"(10.982, 20.734]"
35.95,Evening,Weekday,2.0,Low,Clear,3.13,0.92,0.41,33.13,49.78730000000001,33.074000000000005,13.5833,65.10597453713486,1,0,0,0,0.0,1.0533255200703193,0.08470906630581866,"(30.486, 40.238]"
27.07,Evening,Weekday,1.0,Medium,Clear,2.23,0.74,0.25,35.88,31.2318,20.0318,8.97,45.266801558502365,1,0,0,0,0.0,0.7340021691973969,0.0794442465265408,"(20.734, 30.486]"
6.25,Night,Weekend,4.0,Medium,Snow,2.05,1.23,0.37,94.31,44.6322,7.6875,34.8947,3.9762232453191895,0,1,0,1,0.0,0.06557549050466897,0.2827586206896551,"(1.181, 10.982]"
22.92,Morning,Weekday,3.0,,Clear,2.31,1.61,0.13,68.51,48.11750000000001,36.9012,8.906300000000002,20.072806251879268,1,0,0,0,0.0,0.3297367285282693,0.09657190635451504,"(20.734, 30.486]"
27.1,Afternoon,,4.0,Medium,Clear,3.51,1.8,0.26,81.01,73.0726,48.78,21.062600000000003,20.07144744021153,0,0,0,0,0.0,0.3304475064016583,0.12491103202846973,"(20.734, 30.486]"
12.88,Morning,Weekend,2.0,Low,Clear,4.8,1.44,0.49,42.13,43.9909,18.5472,20.643700000000003,18.34296212254276,1,1,0,0,0.0,0.2986320426617204,0.34582132564841495,"(10.982, 20.734]"
14.19,Night,Weekend,1.0,Medium,Clear,3.91,1.5,0.32,61.57,44.507000000000005,21.285,19.7024,13.828028312213945,0,1,0,0,0.0,0.22678599968035798,0.2574061882817643,"(10.982, 20.734]"
19.49,Night,Weekend,4.0,Medium,Rain,4.41,0.69,0.22,76.0,34.5781,13.448099999999998,16.72,15.38672063115291,0,1,0,1,0.0,0.2531168831168831,0.21522693997071746,"(10.982, 20.734]"
25.87,Evening,Weekday,4.0,Low,Clear,3.08,0.7,0.38,27.81,25.3938,18.108999999999998,10.5678,55.8132510625445,1,0,0,0,0.0,0.8979520999652899,0.1146259769259397,"(20.734, 30.486]"
11.36,Afternoon,Weekend,1.0,Low,Clear,3.51,1.66,0.36,115.59,62.8,18.857599999999998,41.6124,5.896673258898214,0,1,0,0,0.0,0.09743545758641392,0.28398058252427183,"(10.982, 20.734]"
6.87,Morning,,4.0,High,Clear,4.35,1.9,0.48,89.4,60.315,13.052999999999999,42.912,4.61070731068919,1,0,1,0,89.4,0.07599557522123894,0.5527318932655654,"(1.181, 10.982]"
44.64,Evening,Weekday,1.0,Medium,Rain,2.5,1.58,0.11,52.27,78.7809,70.5312,5.749700000000001,51.24104180935363,1,0,0,1,0.0,0.8379951192040548,0.054776511831726556,"(40.238, 49.99]"
30.09,Morning,Weekend,2.0,Low,Clear,3.54,1.63,0.22,45.84,62.6715,49.046699999999994,10.084800000000001,39.38430125260141,1,1,0,0,0.0,0.642399658411614,0.11386297844966227,"(20.734, 30.486]"
25.87,Evening,Weekday,2.0,Medium,Rain,3.46,0.83,0.47,51.82,56.2678,21.4721,24.3554,29.953339019617683,1,0,0,1,0.0,0.48977659977281335,0.12876814291030889,"(20.734, 30.486]"
39.67,Evening,Weekday,1.0,Medium,Clear,3.88,1.16,0.23,52.06,61.871,46.017199999999995,11.9738,45.719795776460515,1,0,0,0,0.0,0.7476441764040709,0.09540201622817801,"(30.486, 40.238]"
25.42,Evening,Weekday,4.0,Medium,Clear,4.84,1.43,0.2,67.58,54.7066,36.3506,13.516,22.568606967088186,1,0,0,0,0.0,0.3706620005832605,0.18319454958364872,"(20.734, 30.486]"
5.26,Morning,Weekday,1.0,Low,Clear,3.74,1.65,0.31,67.5,33.344,8.678999999999998,20.925,4.675513995431151,1,0,0,0,0.0,0.07678832116788321,0.5974440894568691,"(1.181, 10.982]"
27.32,Afternoon,,2.0,Low,Clear,3.62,0.66,0.43,62.17,48.3843,18.031200000000002,26.7331,26.366160210774865,0,0,0,0,0.0,0.43248377394332754,0.12782485875706215,"(20.734, 30.486]"
29.76,Morning,Weekday,3.0,Medium,Rain,2.15,1.94,0.14,20.5,62.7544,57.7344,2.87,87.09988975932411,1,0,0,1,0.0,1.384186046511628,0.06989596879063718,"(20.734, 30.486]"
37.53,Afternoon,Weekday,4.0,Low,Rain,2.19,1.84,0.48,62.05,101.0292,69.0552,29.784,36.28973773017505,0,0,0,1,0.0,0.5952418715305313,0.056838826888139106,"(30.486, 40.238]"
22.15,Morning,Weekend,2.0,Low,Clear,2.56,0.91,0.42,24.45,32.985499999999995,20.156499999999998,10.269,54.35449436823636,1,1,0,0,0.0,0.8703339882121807,0.1105831533477322,"(20.734, 30.486]"
7.25,Night,Weekday,2.0,Low,Clear,2.1,1.73,0.17,19.51,17.9592,12.5425,3.3167000000000004,22.2955726630652,0,0,0,0,0.0,0.35348610433934663,0.2545454545454546,"(1.181, 10.982]"
14.91,Afternoon,Weekend,1.0,Medium,Clear,4.23,1.28,0.38,112.25,65.9698,19.0848,42.655,7.9696678681450255,0,1,0,0,0.0,0.13165562913907286,0.26587052168447517,"(10.982, 20.734]"
18.79,Afternoon,Weekend,3.0,High,Rain,4.17,1.19,0.25,74.57,45.1726,22.3601,18.6425,15.11855878858424,0,1,1,1,74.57,0.2486436416567421,0.21071248105103588,"(10.982, 20.734]"
28.97,Afternoon,Weekday,3.0,Medium,Clear,4.51,1.37,0.41,51.21,65.195,39.688900000000004,20.9961,33.94219165563379,0,0,0,0,0.0,0.5548745451063014,0.1504838171504838,"(20.734, 30.486]"
18.45,Afternoon,Weekday,4.0,Medium,Clear,2.46,1.59,0.49,109.53,85.4652,29.3355,53.6697,10.106764684937358,0,0,0,0,0.0,0.16692300732832716,0.12647814910025706,"(10.982, 20.734]"
49.34,Afternoon,Weekend,4.0,Low,Clear,3.51,1.12,0.15,78.36,69.91480000000001,55.26080000000001,11.754,37.77919005214355,0,1,0,0,0.0,0.6217237903225807,0.06972586412395708,"(40.238, 49.99]"
30.68,Night,Weekday,1.0,Medium,Clear,2.75,1.44,0.27,93.45,72.16069999999999,44.179199999999994,25.231500000000004,19.698107877316996,0,0,0,0,0.0,0.3248279512969825,0.08680555555555555,"(30.486, 40.238]"
12.62,Afternoon,Weekday,3.0,,Clear,3.12,1.55,0.29,47.38,36.4212,19.561,13.7402,15.98122438297531,0,0,0,0,0.0,0.2608515915667631,0.22907488986784144,"(10.982, 20.734]"
5.99,Night,Weekday,3.0,Medium,Clear,2.76,1.57,0.25,115.4,41.014300000000006,9.404300000000001,28.85,3.114368556142689,0,0,0,0,0.0,0.051460481099656355,0.3948497854077253,"(1.181, 10.982]"
8.49,Evening,Weekday,2.0,Low,Snow,3.47,1.22,0.25,99.35,33.2317,10.3578,24.8375,5.12729666453952,1,0,0,1,0.0,0.08460388639760838,0.36564805057955746,"(1.181, 10.982]"
13.05,Morning,Weekday,1.0,Low,Clear,3.22,1.79,0.12,103.2,38.9635,23.3595,12.384,7.587165190900053,1,0,0,0,0.0,0.12523992322456814,0.2291814946619217,"(10.982, 20.734]"
8.87,Night,Weekday,3.0,Low,Clear,4.96,1.19,0.37,24.8,24.6913,10.555299999999999,9.176,21.459158246171462,0,0,0,0,0.0,0.3437984496124031,0.502532928064843,"(1.181, 10.982]"
14.97,Evening,Weekday,2.0,,Rain,2.43,0.86,0.18,37.85,22.1172,12.8742,6.813,23.730139020253315,1,0,0,1,0.0,0.38532818532818536,0.15216030056355667,"(10.982, 20.734]"
9.5,Afternoon,Weekday,1.0,Low,Clear,2.16,1.22,0.43,36.15,29.2945,11.59,15.5445,15.767373155632274,0,0,0,0,0.0,0.2557200538358008,0.20571428571428574,"(1.181, 10.982]"
4.93,Evening,Weekend,1.0,Medium,Clear,2.16,1.07,0.29,8.67,9.9494,5.2751,2.5143,34.11528613936751,1,1,0,0,0.0,0.5098241985522234,0.36424957841483985,"(1.181, 10.982]"
26.7,Evening,Weekday,4.0,Medium,Clear,4.51,1.62,0.22,13.75,50.789,43.254000000000005,3.025,116.50400709787209,1,0,0,0,0.0,1.8101694915254236,0.1628158844765343,"(20.734, 30.486]"
21.11,Evening,Weekend,3.0,High,Clear,3.54,0.65,0.36,36.5,30.4015,13.7215,13.139999999999999,34.700799438913336,1,1,1,0,36.5,0.5629333333333333,0.16010854816824965,"(20.734, 30.486]"
49.14,Afternoon,Weekday,3.0,High,Rain,3.58,1.21,0.22,27.99,69.1972,59.4594,6.1578,105.33536258601103,0,0,1,1,27.99,1.695067264573991,0.07140007977662545,"(40.238, 49.99]"
20.49,Afternoon,Weekday,1.0,High,Clear,2.51,1.66,0.39,96.76,74.2598,34.0134,37.7364,12.705584711132422,0,0,1,0,96.76,0.20959492635024546,0.11679851093531875,"(10.982, 20.734]"
48.5,Morning,Weekday,4.0,Low,Clear,2.59,0.82,0.12,61.57,50.7312,39.769999999999996,7.3884,47.26281699382497,1,0,0,0,0.0,0.7751318523253955,0.05232323232323232,"(40.238, 49.99]"
43.41,Afternoon,Weekday,2.0,Low,Rain,2.96,1.25,0.14,5.66,58.0149,54.262499999999996,0.7924000000000001,460.12790163586897,0,0,0,1,0.0,6.518018018018017,0.0666516550326503,"(40.238, 49.99]"
41.04,Afternoon,Weekday,2.0,Medium,Clear,3.78,0.85,0.1,54.37,44.101,34.884,5.437,45.28918202116585,0,0,0,0,0.0,0.7411955932815605,0.08991436726926737,"(40.238, 49.99]"
13.64,Night,Weekend,2.0,Medium,Rain,2.63,1.11,0.16,51.91,26.076,15.140400000000001,8.3056,15.765566184941035,0,1,0,1,0.0,0.2577962577962578,0.17964480874316938,"(10.982, 20.734]"
9.37,Afternoon,Weekday,1.0,Medium,Clear,2.35,1.67,0.13,18.1,20.3509,15.647899999999998,2.353,31.05974387589361,0,0,0,0,0.0,0.4905759162303664,0.22661523625843782,"(1.181, 10.982]"
33.76,Evening,Weekday,1.0,Low,Rain,3.51,1.66,0.5,82.76,102.3316,56.041599999999995,41.38,24.47541462966677,1,0,0,1,0.0,0.4030563514804202,0.10097813578826237,"(30.486, 40.238]"
46.54,Morning,Weekday,2.0,Low,Rain,2.07,0.84,0.22,85.74,60.0264,39.093599999999995,18.8628,32.56800162350159,1,0,0,1,0.0,0.5365459995388517,0.04354228018510727,"(40.238, 49.99]"
28.28,Evening,Weekday,2.0,Medium,Rain,4.41,1.88,0.16,87.9,71.6404,53.166399999999996,14.064000000000002,19.3036225008703,1,0,0,1,0.0,0.3181102362204724,0.15061475409836064,"(20.734, 30.486]"
29.01,,Weekday,2.0,Low,Clear,4.36,1.39,0.2,88.77,62.4379,40.3239,17.754,19.607843137254903,0,0,0,0,0.0,0.3231591845828228,0.14528490503165611,"(20.734, 30.486]"
14.72,Afternoon,Weekday,4.0,Medium,Clear,2.89,1.07,0.47,5.01,20.9951,15.7504,2.3547,176.266315411328,0,0,0,0,0.0,2.449251247920133,0.18384223918575063,"(10.982, 20.734]"
38.71,Afternoon,Weekday,2.0,Medium,Rain,2.41,1.25,0.31,114.7,86.3545,48.3875,35.557,20.249240195779272,0,0,0,1,0.0,0.3345721694036301,0.06069000251825737,"(30.486, 40.238]"
10.17,Evening,Weekday,1.0,Medium,Clear,3.51,1.41,0.25,98.63,41.4372,14.339699999999999,24.6575,6.1867209567821755,1,0,0,0,0.0,0.1020776874435411,0.3142345568487019,"(1.181, 10.982]"
16.86,Morning,Weekday,1.0,Medium,Clear,4.09,1.34,0.45,108.96,75.7144,22.5924,49.032,9.284089845320235,1,0,0,0,0.0,0.1533284830847581,0.229003359462486,"(10.982, 20.734]"
21.85,Afternoon,Weekday,3.0,High,Rain,3.93,1.23,0.26,6.8,32.5735,26.875500000000002,1.768,192.77710790224396,0,0,1,1,6.8,2.8012820512820515,0.17199124726477025,"(20.734, 30.486]"
